Date,ATM_ID,Agency,Day_of_Week,Soles_Withdrawn,Dollars_Withdrawn,Event,Holiday,Supply_Cost_Fixed,Supply_Cost_Variable,ATM_Max_Capacity_Soles,ATM_Max_Capacity_Dollars,Opportunity_Cost,Soles_Withdrawn_Lag1,Dollars_Withdrawn_Lag1,Soles_Withdrawn_Lag7,Dollars_Withdrawn_Lag7,Soles_Moving_Avg_7,Dollars_Moving_Avg_7,Total_Withdrawn,Total_Withdrawn_Lag1,Total_Withdrawn_Lag7,Total_Moving_Avg_7
8/30/2023,6,Agency_6,Wednesday,38026,12823,Festival,0,153,50.85,85591,45195,46.44,24419,7005,34565,6949,32457.28571,12575.14286,50849,31424,41514,45032.42857
8/31/2023,6,Agency_6,Thursday,19445,4223,None,0,153,23.67,85591,45195,61.75,38026,12823,25441,8032,31600.71429,12031,23668,50849,33473,43631.71429
9/1/2023,6,Agency_6,Friday,29580,9647,Sports Event,0,153,39.23,85591,45195,52.89,19445,4223,32224,7580,31223,12326.28571,39227,23668,39804,43549.28571
9/2/2023,6,Agency_6,Saturday,57227,15494,Festival,1,153,72.72,85591,45195,34.97,29580,9647,38768,6205,33860,13653.28571,72721,39227,44973,47513.28571
9/3/2023,6,Agency_6,Sunday,41569,18289,Festival,0,153,59.86,85591,45195,40.84,57227,15494,36494,26599,34585,12466.14286,59858,72721,63093,47051.14286
9/4/2023,6,Agency_6,Monday,32859,9559,Festival,0,153,42.42,85591,45195,51.31,41569,18289,31829,19782,34732.14286,11005.71429,42418,59858,51611,45737.85714
9/5/2023,6,Agency_6,Tuesday,24189,0,Festival,1,153,24.19,85591,45195,62.34,32859,9559,24419,7005,34699.28571,10005,24189,42418,31424,44704.28571
9/6/2023,6,Agency_6,Wednesday,42784,11447,Festival,1,153,54.23,85591,45195,45.03,24189,0,38026,12823,35379,9808.428571,54231,24189,50849,45187.42857
9/7/2023,6,Agency_6,Thursday,33980,13059,Concert,1,153,47.04,85591,45195,48.3,42784,11447,19445,4223,37455.42857,11070.71429,47039,54231,23668,48526.14286
9/8/2023,6,Agency_6,Friday,29545,12333,Sports Event,0,153,41.88,85591,45195,51.03,33980,13059,29580,9647,37450.42857,11454.42857,41878,47039,39227,48904.85714
9/9/2023,6,Agency_6,Saturday,47806,10847,Sports Event,1,153,58.65,85591,45195,42.94,29545,12333,57227,15494,36104.57143,10790.57143,58653,41878,72721,46895.14286
9/10/2023,6,Agency_6,Sunday,58383,14124,Festival,1,153,72.51,85591,45195,35.35,47806,10847,41569,18289,38506.57143,10195.57143,72507,58653,59858,48702.14286
9/11/2023,6,Agency_6,Monday,44132,9627,Festival,1,153,53.76,85591,45195,45.63,58383,14124,32859,9559,40117,10205.28571,53759,72507,42418,50322.28571
9/12/2023,6,Agency_6,Tuesday,25125,8785,Concert,0,153,33.91,85591,45195,55.72,44132,9627,24189,0,40250.71429,11460.28571,33910,53759,24189,51711
9/13/2023,6,Agency_6,Wednesday,30096,10130,Concert,0,153,40.23,85591,45195,52.29,25125,8785,42784,11447,38438.14286,11272.14286,40226,33910,54231,49710.28571
9/14/2023,6,Agency_6,Thursday,27984,2255,Festival,0,153,30.24,85591,45195,58.86,30096,10130,33980,13059,37581.57143,9728.714286,30239,40226,47039,47310.28571
9/15/2023,6,Agency_6,Friday,34780,15677,Sports Event,1,153,50.46,85591,45195,46.07,27984,2255,29545,12333,38329.42857,10206.42857,50457,30239,41878,48535.85714
9/16/2023,6,Agency_6,Saturday,33323,9960,Concert,0,153,43.28,85591,45195,50.8,34780,15677,47806,10847,36260.42857,10079.71429,43283,50457,58653,46340.14286
9/17/2023,6,Agency_6,Sunday,58338,11064,Concert,1,153,69.4,85591,45195,37.52,33323,9960,58383,14124,36254,9642.571429,69402,43283,72507,45896.57143
9/18/2023,6,Agency_6,Monday,12285,4678,None,0,153,16.96,85591,45195,65.01,58338,11064,44132,9627,31704.42857,8935.571429,16963,69402,53759,40640
9/19/2023,6,Agency_6,Tuesday,34279,7299,Sports Event,1,153,41.58,85591,45195,52.18,12285,4678,25125,8785,33012.14286,8723.285714,41578,16963,33910,41735.42857
9/20/2023,6,Agency_6,Wednesday,37289,14239,Concert,1,153,51.53,85591,45195,45.82,34279,7299,30096,10130,34039.71429,9310.285714,51528,41578,40226,43350
9/21/2023,6,Agency_6,Thursday,38908,13358,Sports Event,1,153,52.27,85591,45195,45.63,37289,14239,27984,2255,35600.28571,10896.42857,52266,51528,30239,46496.71429
9/22/2023,6,Agency_6,Friday,43600,7333,Festival,0,153,50.93,85591,45195,47.5,38908,13358,34780,15677,36860.28571,9704.428571,50933,52266,50457,46564.71429
9/23/2023,6,Agency_6,Saturday,38503,8798,Sports Event,0,153,47.3,85591,45195,49.02,43600,7333,33323,9960,37600.28571,9538.428571,47301,50933,43283,47138.71429
9/24/2023,6,Agency_6,Sunday,28382,8464,Concert,0,153,36.85,85591,45195,54.32,38503,8798,58338,11064,33320.85714,9167,36846,47301,69402,42487.85714
9/25/2023,6,Agency_6,Monday,34331,13608,Concert,1,153,47.94,85591,45195,47.74,28382,8464,12285,4678,36470.28571,10442.71429,47939,36846,16963,46913
9/26/2023,6,Agency_6,Tuesday,47617,6063,Sports Event,0,153,53.68,85591,45195,46.38,34331,13608,34279,7299,38375.71429,10266.14286,53680,47939,41578,48641.85714
9/27/2023,6,Agency_6,Wednesday,34936,11597,Sports Event,1,153,46.53,85591,45195,48.85,47617,6063,37289,14239,38039.57143,9888.714286,46533,53680,51528,47928.28571
9/28/2023,6,Agency_6,Thursday,42857,13154,Festival,1,153,56.01,85591,45195,43.8,34936,11597,38908,13358,38603.71429,9859.571429,56011,46533,52266,48463.28571
9/29/2023,6,Agency_6,Friday,51519,349,Festival,1,153,51.87,85591,45195,48.43,42857,13154,43600,7333,39735,8861.857143,51868,56011,50933,48596.85714
9/30/2023,6,Agency_6,Saturday,14517,8857,Festival,0,153,23.37,85591,45195,60.97,51519,349,38503,8798,36308.42857,8870.285714,23374,51868,47301,45178.71429
10/1/2023,6,Agency_6,Sunday,45874,4128,Sports Event,0,153,50,85591,45195,48.6,14517,8857,28382,8464,38807.28571,8250.857143,50002,23374,36846,47058.14286
10/2/2023,6,Agency_6,Monday,7441,10441,Festival,0,153,17.88,85591,45195,63.4,45874,4128,34331,13608,34965.85714,7798.428571,17882,50002,47939,42764.28571
10/3/2023,6,Agency_6,Tuesday,41375,6709,Concert,1,153,48.08,85591,45195,49.05,7441,10441,47617,6063,34074.14286,7890.714286,48084,17882,53680,41964.85714
10/4/2023,6,Agency_6,Wednesday,29390,7282,Festival,1,153,36.67,85591,45195,54.64,41375,6709,34936,11597,33281.85714,7274.285714,36672,48084,46533,40556.14286
10/5/2023,6,Agency_6,Thursday,40076,8917,Sports Event,1,153,48.99,85591,45195,48.15,29390,7282,42857,13154,32884.57143,6669,48993,36672,56011,39553.57143
10/6/2023,6,Agency_6,Friday,29211,0,None,1,153,29.21,85591,45195,59.83,40076,8917,51519,349,29697.71429,6619.142857,29211,48993,51868,36316.85714
10/7/2023,6,Agency_6,Saturday,36773,8499,Festival,1,153,45.27,85591,45195,50.1,29211,0,14517,8857,32877.14286,6568,45272,29211,23374,39445.14286
10/8/2023,6,Agency_6,Sunday,33692,8669,Concert,0,153,42.36,85591,45195,51.52,36773,8499,45874,4128,31136.85714,7216.714286,42361,45272,50002,38353.57143
10/9/2023,6,Agency_6,Monday,46778,3048,Festival,1,153,49.83,85591,45195,48.91,33692,8669,7441,10441,36756.42857,6160.571429,49826,42361,17882,42917
10/10/2023,6,Agency_6,Tuesday,30340,10397,Sports Event,0,153,40.74,85591,45195,51.98,46778,3048,41375,6709,35180,6687.428571,40737,49826,48084,41867.42857
10/11/2023,6,Agency_6,Wednesday,29283,4036,None,0,153,33.32,85591,45195,56.97,30340,10397,29390,7282,35164.71429,6223.714286,33319,40737,36672,41388.42857
10/12/2023,6,Agency_6,Thursday,32433,2366,Festival,0,153,34.8,85591,45195,56.56,29283,4036,40076,8917,34072.85714,5287.857143,34799,33319,48993,39360.71429
10/13/2023,6,Agency_6,Friday,15678,15919,Festival,1,153,31.6,85591,45195,55.45,32433,2366,29211,0,32139.57143,7562,31597,34799,29211,39701.57143
10/14/2023,6,Agency_6,Saturday,46734,22762,Festival,1,153,69.5,85591,45195,35.13,15678,15919,36773,8499,33562.57143,9599.571429,69496,31597,45272,43162.14286
10/15/2023,6,Agency_6,Sunday,30728,18684,Sports Event,1,153,49.41,85591,45195,45.99,46734,22762,33692,8669,33139.14286,11030.28571,49412,69496,42361,44169.42857
10/16/2023,6,Agency_6,Monday,57220,13896,Sports Event,1,153,71.12,85591,45195,36.09,30728,18684,46778,3048,34630.85714,12580,71116,49412,49826,47210.85714
10/17/2023,6,Agency_6,Tuesday,41694,11940,Sports Event,1,153,53.64,85591,45195,45.23,57220,13896,30340,10397,36252.85714,12800.42857,53634,71116,40737,49053.28571
10/18/2023,6,Agency_6,Wednesday,18217,13108,Concert,0,153,31.33,85591,45195,56.15,41694,11940,29283,4036,34672,14096.42857,31325,53634,33319,48768.42857
10/19/2023,6,Agency_6,Thursday,16945,6008,None,0,153,22.95,85591,45195,61.75,18217,13108,32433,2366,32459.42857,14616.71429,22953,31325,34799,47076.14286
10/20/2023,6,Agency_6,Friday,23758,6285,Concert,1,153,30.04,85591,45195,58.15,16945,6008,15678,15919,33613.71429,13240.42857,30043,22953,31597,46854.14286
10/21/2023,6,Agency_6,Saturday,32610,5596,None,0,153,38.21,85591,45195,54.21,23758,6285,46734,22762,31596,10788.14286,38206,30043,69496,42384.14286
10/22/2023,6,Agency_6,Sunday,63802,14984,Concert,1,153,78.79,85591,45195,32.04,32610,5596,30728,18684,36320.85714,10259.57143,78786,38206,49412,46580.42857
10/23/2023,6,Agency_6,Monday,10790,6784,None,0,153,17.57,85591,45195,64.29,63802,14984,57220,13896,29688,9243.571429,17574,78786,71116,38931.57143
10/24/2023,6,Agency_6,Tuesday,22165,8955,None,1,153,31.12,85591,45195,57.08,10790,6784,41694,11940,26898.14286,8817.142857,31120,17574,53634,35715.28571
10/25/2023,6,Agency_6,Wednesday,20126,1913,None,0,153,22.04,85591,45195,63.03,22165,8955,18217,13108,27170.85714,7217.857143,22039,31120,31325,34388.71429
10/26/2023,6,Agency_6,Thursday,31231,15966,Sports Event,0,153,47.2,85591,45195,47.64,20126,1913,16945,6008,29211.71429,8640.428571,47197,22039,22953,37852.14286
10/27/2023,6,Agency_6,Friday,29203,6837,None,1,153,36.04,85591,45195,55.04,31231,15966,23758,6285,29989.57143,8719.285714,36040,47197,30043,38708.85714
10/28/2023,6,Agency_6,Saturday,45676,11980,Concert,0,153,57.66,85591,45195,43.21,29203,6837,32610,5596,31856.14286,9631.285714,57656,36040,38206,41487.42857
10/29/2023,6,Agency_6,Sunday,49249,8712,Sports Event,1,153,57.96,85591,45195,43.71,45676,11980,63802,14984,29777.14286,8735.285714,57961,57656,78786,38512.42857
10/30/2023,6,Agency_6,Monday,31753,12019,Concert,0,153,43.77,85591,45195,50.14,49249,8712,10790,6784,32771.85714,9483.142857,43772,57961,17574,42255
10/31/2023,6,Agency_6,Tuesday,30847,18678,Festival,1,153,49.53,85591,45195,45.93,31753,12019,22165,8955,34012.14286,10872.14286,49525,43772,31120,44884.28571
11/1/2023,6,Agency_6,Wednesday,29311,5480,Concert,0,153,34.79,85591,45195,55.94,30847,18678,20126,1913,35324.28571,11381.71429,34791,49525,22039,46706
11/2/2023,6,Agency_6,Thursday,37482,7524,Concert,0,153,45.01,85591,45195,50.42,29311,5480,31231,15966,36217.28571,10175.71429,45006,34791,47197,46393
11/3/2023,6,Agency_6,Friday,30936,6182,None,1,153,37.12,85591,45195,54.64,37482,7524,29203,6837,36464.85714,10082.14286,37118,45006,36040,46547
11/4/2023,6,Agency_6,Saturday,46098,18523,Festival,1,153,64.62,85591,45195,38.42,30936,6182,45676,11980,36525.14286,11016.85714,64621,37118,57656,47542
11/5/2023,6,Agency_6,Sunday,50202,3118,Sports Event,1,153,53.32,85591,45195,47.15,46098,18523,49249,8712,36661.28571,10217.71429,53320,64621,57961,46879
11/6/2023,6,Agency_6,Monday,21589,11658,Sports Event,0,153,33.25,85591,45195,55.48,50202,3118,31753,12019,35209.28571,10166.14286,33247,53320,43772,45375.42857
11/7/2023,6,Agency_6,Tuesday,37711,9405,Concert,1,153,47.12,85591,45195,48.99,21589,11658,30847,18678,36189.85714,8841.428571,47116,33247,49525,45031.28571
11/8/2023,6,Agency_6,Wednesday,25753,6759,Sports Event,1,153,32.51,85591,45195,56.82,37711,9405,29311,5480,35681.57143,9024.142857,32512,47116,34791,44705.71429
11/9/2023,6,Agency_6,Thursday,19287,11416,Festival,1,153,30.7,85591,45195,56.8,25753,6759,37482,7524,33082.28571,9580.142857,30703,32512,45006,42662.42857
11/10/2023,6,Agency_6,Friday,25510,5212,Concert,0,153,30.72,85591,45195,58.03,19287,11416,30936,6182,32307.14286,9441.571429,30722,30703,37118,41748.71429
11/11/2023,6,Agency_6,Saturday,46002,17719,Sports Event,1,153,63.72,85591,45195,39.03,25510,5212,46098,18523,32293.42857,9326.714286,63721,30722,64621,41620.14286
11/12/2023,6,Agency_6,Sunday,71288,6113,Festival,1,153,77.4,85591,45195,34.51,46002,17719,50202,3118,35305.71429,9754.571429,77401,63721,53320,45060.28571
11/13/2023,6,Agency_6,Monday,38694,11808,Festival,0,153,50.5,85591,45195,46.82,71288,6113,21589,11658,37749.28571,9776,50502,77401,33247,47525.28571
11/14/2023,6,Agency_6,Tuesday,24156,9190,Festival,0,153,33.35,85591,45195,55.92,38694,11808,37711,9405,35812.85714,9745.285714,33346,50502,47116,45558.14286
11/15/2023,6,Agency_6,Wednesday,17711,5371,None,0,153,23.08,85591,45195,61.82,24156,9190,25753,6759,34664,9547,23082,33346,32512,44211
11/16/2023,6,Agency_6,Thursday,53712,14782,Festival,1,153,68.49,85591,45195,37.23,17711,5371,19287,11416,39581.85714,10027.85714,68494,23082,30703,49609.71429
11/17/2023,6,Agency_6,Friday,33814,7036,Sports Event,0,153,40.85,85591,45195,52.6,53712,14782,25510,5212,40768.14286,10288.42857,40850,68494,30722,51056.57143
11/18/2023,6,Agency_6,Saturday,29434,14179,Sports Event,1,153,43.61,85591,45195,49.79,33814,7036,46002,17719,38401.28571,9782.714286,43613,40850,63721,48184
11/19/2023,6,Agency_6,Sunday,46859,4298,Festival,0,153,51.16,85591,45195,47.99,29434,14179,71288,6113,34911.42857,9523.428571,51157,43613,77401,44434.85714
11/20/2023,6,Agency_6,Monday,28711,12499,Sports Event,1,153,41.21,85591,45195,51.33,46859,4298,38694,11808,33485.28571,9622.142857,41210,51157,50502,43107.42857
11/21/2023,6,Agency_6,Tuesday,22614,5803,Concert,0,153,28.42,85591,45195,59.06,28711,12499,24156,9190,33265,9138.285714,28417,41210,33346,42403.28571
11/22/2023,6,Agency_6,Wednesday,26823,3855,Festival,0,153,30.68,85591,45195,58.32,22614,5803,17711,5371,34566.71429,8921.714286,30678,28417,23082,43488.42857
11/23/2023,6,Agency_6,Thursday,29501,15246,Sports Event,1,153,44.75,85591,45195,49.01,26823,3855,53712,14782,31108,8988,44747,30678,68494,40096
11/24/2023,6,Agency_6,Friday,20194,3066,Sports Event,0,153,23.26,85591,45195,62.19,29501,15246,33814,7036,29162.28571,8420.857143,23260,44747,40850,37583.14286
11/25/2023,6,Agency_6,Saturday,39426,19996,Concert,1,153,59.42,85591,45195,40.72,20194,3066,29434,14179,30589.71429,9251.857143,59422,23260,43613,39841.57143
11/26/2023,6,Agency_6,Sunday,34227,8994,Sports Event,0,153,43.22,85591,45195,51.02,39426,19996,46859,4298,28785.14286,9922.714286,43221,59422,51157,38707.85714
11/27/2023,6,Agency_6,Monday,30331,2563,Festival,0,153,32.9,85591,45195,57.47,34227,8994,28711,12499,29016.57143,8503.285714,32894,43221,41210,37519.85714
11/28/2023,6,Agency_6,Tuesday,33709,9802,Sports Event,0,153,43.51,85591,45195,50.72,30331,2563,22614,5803,30601.57143,9074.571429,43511,32894,28417,39676.14286
11/29/2023,6,Agency_6,Wednesday,35008,16686,Festival,1,153,51.69,85591,45195,45.25,33709,9802,26823,3855,31770.85714,10907.57143,51694,43511,30678,42678.42857
11/30/2023,6,Agency_6,Thursday,28005,17266,Festival,1,153,45.27,85591,45195,48.34,35008,16686,29501,15246,31557.14286,11196.14286,45271,51694,44747,42753.28571
12/1/2023,6,Agency_6,Friday,31158,7354,Concert,0,153,38.51,85591,45195,53.71,28005,17266,20194,3066,33123.42857,11808.71429,38512,45271,23260,44932.14286
12/2/2023,6,Agency_6,Saturday,35820,10574,Concert,0,153,46.39,85591,45195,49.12,31158,7354,39426,19996,32608.28571,10462.71429,46394,38512,59422,43071
12/3/2023,6,Agency_6,Sunday,46981,6289,Festival,0,153,53.27,85591,45195,46.54,35820,10574,34227,8994,34430.28571,10076.28571,53270,46394,43221,44506.57143
12/4/2023,6,Agency_6,Monday,31564,16831,Sports Event,1,153,48.4,85591,45195,46.87,46981,6289,30331,2563,34606.42857,12114.57143,48395,53270,32894,46721
12/5/2023,6,Agency_6,Tuesday,33192,16186,Festival,1,153,49.38,85591,45195,46.51,31564,16831,33709,9802,34532.57143,13026.57143,49378,48395,43511,47559.14286
12/6/2023,6,Agency_6,Wednesday,55569,9986,Concert,1,153,65.56,85591,45195,39.66,33192,16186,35008,16686,37469.85714,12069.42857,65555,49378,51694,49539.28571
12/7/2023,6,Agency_6,Thursday,23406,2692,None,0,153,26.1,85591,45195,60.84,55569,9986,28005,17266,36812.85714,9987.428571,26098,65555,45271,46800.28571
12/8/2023,6,Agency_6,Friday,23773,5398,None,0,153,29.17,85591,45195,58.77,23406,2692,31158,7354,35757.85714,9708,29171,26098,38512,45465.85714
12/9/2023,6,Agency_6,Saturday,40257,8194,Concert,0,153,48.45,85591,45195,48.57,23773,5398,35820,10574,36391.71429,9368,48451,29171,46394,45759.71429
12/10/2023,6,Agency_6,Sunday,27363,18582,Festival,1,153,45.95,85591,45195,47.74,40257,8194,46981,6289,33589.14286,11124.14286,45945,48451,53270,44713.28571
12/11/2023,6,Agency_6,Monday,18879,10388,Concert,1,153,29.27,85591,45195,57.72,27363,18582,31564,16831,31777,10203.71429,29267,45945,48395,41980.71429
12/12/2023,6,Agency_6,Tuesday,24705,5383,None,0,153,30.09,85591,45195,58.31,18879,10388,33192,16186,30564.57143,8660.428571,30088,29267,49378,39225
12/13/2023,6,Agency_6,Wednesday,29741,7050,None,0,153,36.79,85591,45195,54.63,24705,5383,55569,9986,26874.85714,8241,36791,30088,65555,35115.85714
12/14/2023,6,Agency_6,Thursday,21749,7075,None,1,153,28.82,85591,45195,58.6,29741,7050,23406,2692,26638.14286,8867.142857,28824,36791,26098,35505.28571
12/15/2023,6,Agency_6,Friday,38537,4367,Concert,1,153,42.91,85591,45195,52.11,21749,7075,23773,5398,28747.28571,8719.857143,42904,28824,29171,37467.14286
12/16/2023,6,Agency_6,Saturday,35797,11998,Sports Event,1,153,47.8,85591,45195,48.13,38537,4367,40257,8194,28110.14286,9263.285714,47795,42904,48451,37373.42857
12/17/2023,6,Agency_6,Sunday,22974,15760,Sports Event,1,153,38.73,85591,45195,51.91,35797,11998,27363,18582,27483.14286,8860.142857,38734,47795,45945,36343.28571
12/18/2023,6,Agency_6,Monday,28131,2811,Sports Event,0,153,30.94,85591,45195,58.4,22974,15760,18879,10388,28804.85714,7777.714286,30942,38734,29267,36582.57143
12/19/2023,6,Agency_6,Tuesday,33031,10932,Festival,0,153,43.96,85591,45195,50.26,28131,2811,24705,5383,29994.28571,8570.428571,43963,30942,30088,38564.71429
12/20/2023,6,Agency_6,Wednesday,31702,7396,Concert,0,153,39.1,85591,45195,53.4,33031,10932,29741,7050,30274.42857,8619.857143,39098,43963,36791,38894.28571
12/21/2023,6,Agency_6,Thursday,44766,15136,Festival,1,153,59.9,85591,45195,41.45,31702,7396,21749,7075,33562.57143,9771.428571,59902,39098,28824,43334
12/22/2023,6,Agency_6,Friday,27998,4690,None,1,153,32.69,85591,45195,57.15,44766,15136,38537,4367,32057,9817.571429,32688,59902,42904,41874.57143
12/23/2023,6,Agency_6,Saturday,38489,16331,Concert,0,153,54.82,85591,45195,43.75,27998,4690,35797,11998,32441.57143,10436.57143,54820,32688,47795,42878.14286
12/24/2023,6,Agency_6,Sunday,39817,28449,Festival,1,153,68.27,85591,45195,34.61,38489,16331,22974,15760,34847.71429,12249.28571,68266,54820,38734,47097
12/25/2023,6,Agency_6,Monday,17371,5064,None,0,153,22.43,85591,45195,62.2,39817,28449,28131,2811,33310.57143,12571.14286,22435,68266,30942,45881.71429
12/26/2023,6,Agency_6,Tuesday,32442,12961,Concert,1,153,45.4,85591,45195,49.14,17371,5064,33031,10932,33226.42857,12861,45403,22435,43963,46087.42857
12/27/2023,6,Agency_6,Wednesday,16932,6641,Sports Event,0,153,23.57,85591,45195,61.32,32442,12961,31702,7396,31116.42857,12753.14286,23573,45403,39098,43869.57143
12/28/2023,6,Agency_6,Thursday,14539,5270,None,0,153,19.81,85591,45195,63.47,16932,6641,44766,15136,26798.28571,11343.71429,19809,23573,59902,38142
12/29/2023,6,Agency_6,Friday,37458,10696,Sports Event,0,153,48.15,85591,45195,48.22,14539,5270,27998,4690,28149.71429,12201.71429,48154,19809,32688,40351.42857
12/30/2023,6,Agency_6,Saturday,19049,28105,Concert,1,153,47.16,85591,45195,45.23,37458,10696,38489,16331,25372.57143,13883.71429,47154,48154,54820,39256.28571
12/31/2023,6,Agency_6,Sunday,50253,10665,Sports Event,1,153,60.92,85591,45195,41.84,19049,28105,39817,28449,26863.42857,11343.14286,60918,47154,68266,38206.57143
1/8/2023,7,Agency_7,Sunday,43556,5047,Festival,0,60,48.6,71172,20394,24.55,25945,5114,32424,9740,30912.57143,8154.142857,48603,31059,42164,39066.71429
1/9/2023,7,Agency_7,Monday,23244,5220,Sports Event,0,60,28.46,71172,20394,34.59,43556,5047,32496,12840,29590.85714,7065.571429,28464,48603,45336,36656.42857
1/10/2023,7,Agency_7,Tuesday,25400,6885,None,0,60,32.29,71172,20394,32.34,23244,5220,33075,9974,28494.42857,6624.285714,32285,28464,43049,35118.71429
1/11/2023,7,Agency_7,Wednesday,33654,12143,Sports Event,0,60,45.8,71172,20394,24.53,25400,6885,16568,2134,30935.28571,8054.142857,45797,32285,18702,38989.42857
1/12/2023,7,Agency_7,Thursday,23404,9684,Festival,0,60,33.09,71172,20394,31.38,33654,12143,20729,6170,31317.42857,8556.142857,33088,45797,26899,39873.57143
1/13/2023,7,Agency_7,Friday,29061,11378,Concert,0,60,40.44,71172,20394,27.37,23404,9684,44019,15800,29180.57143,7924.428571,40439,33088,59819,37105
1/14/2023,7,Agency_7,Saturday,34961,9348,Sports Event,0,60,44.31,71172,20394,25.84,29061,11378,25945,5114,30468.57143,8529.285714,44309,40439,31059,38997.85714
1/15/2023,7,Agency_7,Sunday,40867,14921,Festival,0,60,55.79,71172,20394,18.98,34961,9348,43556,5047,30084.42857,9939.857143,55788,44309,48603,40024.28571
1/16/2023,7,Agency_7,Monday,21655,6827,None,1,60,28.48,71172,20394,34.25,40867,14921,23244,5220,29857.42857,10169.42857,28482,55788,28464,40026.85714
1/17/2023,7,Agency_7,Tuesday,22060,5,Concert,0,60,22.07,71172,20394,38.83,21655,6827,25400,6885,29380.28571,9186.571429,22065,28482,32285,38566.85714
1/18/2023,7,Agency_7,Wednesday,40953,14796,Concert,1,60,55.75,71172,20394,19.03,22060,5,33654,12143,30423,9565.571429,55749,22065,45797,39988.57143
1/19/2023,7,Agency_7,Thursday,41554,2618,Concert,1,60,44.17,71172,20394,27.25,40953,14796,23404,9684,33015.85714,8556.142857,44172,55749,33088,41572
1/20/2023,7,Agency_7,Friday,35577,1339,Festival,1,60,36.92,71172,20394,31.13,41554,2618,29061,11378,33946.71429,7122,36916,44172,40439,41068.71429
1/21/2023,7,Agency_7,Saturday,48326,6247,Concert,0,60,54.57,71172,20394,21.33,35577,1339,34961,9348,35856,6679,54573,36916,44309,42535
1/22/2023,7,Agency_7,Sunday,61488,21320,Sports Event,1,60,82.81,71172,20394,4.19,48326,6247,40867,14921,38801.85714,7593.142857,82808,54573,55788,46395
1/23/2023,7,Agency_7,Monday,30219,6506,Concert,1,60,36.73,71172,20394,30.2,61488,21320,21655,6827,40025.28571,7547.285714,36725,82808,28482,47572.57143
1/24/2023,7,Agency_7,Tuesday,28276,4635,None,1,60,32.91,71172,20394,32.48,30219,6506,22060,5,40913.28571,8208.714286,32911,36725,22065,49122
1/25/2023,7,Agency_7,Wednesday,39998,9600,Sports Event,1,60,49.6,71172,20394,23.14,28276,4635,40953,14796,40776.85714,7466.428571,49598,32911,55749,48243.28571
1/26/2023,7,Agency_7,Thursday,16641,916,Sports Event,0,60,17.56,71172,20394,40.9,39998,9600,41554,2618,37217.85714,7223.285714,17557,49598,44172,44441.14286
1/27/2023,7,Agency_7,Friday,41209,9224,Concert,1,60,50.43,71172,20394,22.8,16641,916,35577,1339,38022.42857,8349.714286,50433,17557,36916,46372.14286
1/28/2023,7,Agency_7,Saturday,40327,19773,Festival,1,60,60.1,71172,20394,15.86,41209,9224,48326,6247,36879.71429,10282,60100,50433,54573,47161.71429
1/29/2023,7,Agency_7,Sunday,46560,9843,Festival,0,60,56.4,71172,20394,19.69,40327,19773,61488,21320,34747.14286,8642.428571,56403,60100,82808,43389.57143
1/30/2023,7,Agency_7,Monday,18297,6000,None,0,60,24.3,71172,20394,36.51,46560,9843,30219,6506,33044,8570.142857,24297,56403,36725,41614.14286
1/31/2023,7,Agency_7,Tuesday,25769,12961,Sports Event,1,60,38.73,71172,20394,27.9,18297,6000,28276,4635,32685.85714,9759.571429,38730,24297,32911,42445.42857
2/1/2023,7,Agency_7,Wednesday,44380,15136,Festival,1,60,59.52,71172,20394,17.08,25769,12961,39998,9600,33311.85714,10550.42857,59516,38730,49598,43862.28571
2/2/2023,7,Agency_7,Thursday,15474,5910,Sports Event,0,60,21.38,71172,20394,37.99,44380,15136,16641,916,33145.14286,11263.85714,21384,59516,17557,44409
2/3/2023,7,Agency_7,Friday,23412,8838,Sports Event,0,60,32.25,71172,20394,31.97,15474,5910,41209,9224,30602.71429,11208.71429,32250,21384,50433,41811.42857
2/4/2023,7,Agency_7,Saturday,34948,14547,None,1,60,49.5,71172,20394,22.2,23412,8838,40327,19773,29834.28571,10462.14286,49495,32250,60100,40296.42857
2/5/2023,7,Agency_7,Sunday,41008,12388,Concert,1,60,53.4,71172,20394,20.69,34948,14547,46560,9843,29041.14286,10825.71429,53396,49495,56403,39866.85714
2/6/2023,7,Agency_7,Monday,33472,7830,None,1,60,41.3,71172,20394,27.64,41008,12388,18297,6000,31209,11087.14286,41302,53396,24297,42296.14286
2/7/2023,7,Agency_7,Tuesday,51359,13273,Concert,1,60,64.63,71172,20394,14.89,33472,7830,25769,12961,34864.71429,11131.71429,64632,41302,38730,45996.42857
2/8/2023,7,Agency_7,Wednesday,27717,5552,Concert,1,60,33.27,71172,20394,32.12,51359,13273,44380,15136,32484.28571,9762.571429,33269,64632,59516,42246.85714
2/9/2023,7,Agency_7,Thursday,23871,15051,Festival,1,60,38.92,71172,20394,27.39,27717,5552,15474,5910,33683.85714,11068.42857,38922,33269,21384,44752.28571
2/10/2023,7,Agency_7,Friday,38913,14786,Festival,0,60,53.7,71172,20394,20.05,23871,15051,23412,8838,35898.28571,11918.14286,53699,38922,32250,47816.42857
2/11/2023,7,Agency_7,Saturday,29058,9522,None,0,60,38.58,71172,20394,28.67,38913,14786,34948,14547,35056.85714,11200.28571,38580,53699,49495,46257.14286
